,Date,Round,Home,Away,Home Score,Away Score,Home Elo Pre,Away Elo Pre,Home Elo Pre + Advantage,Home Elo Post,Away Elo Post,Home Elo Change,Away Elo Change,Result,Year
700,2015-05-31,R9,Brisbane Lions,St Kilda,86,108,1322.98,1305.58,1372.98,1303.73,1324.83,-19.25,19.25,Away Win,2015
701,2015-05-31,R9,Collingwood,North Melbourne,112,95,1537.45,1535.59,1587.45,1548.9,1524.13,11.45,-11.45,Home Win,2015
702,2015-06-05,R10,Fremantle,Richmond,70,97,1708.9,1537.55,1758.9,1682.55,1563.9,-26.35,26.35,Away Win,2015
703,2015-06-06,R10,Port Adelaide,Footscray,100,62,1556.07,1449.25,1606.07,1569.36,1435.96,13.28,-13.28,Home Win,2015
704,2015-06-06,R10,Essendon,Geelong,53,122,1509.85,1547.03,1559.85,1469.67,1587.21,-40.18,40.18,Away Win,2015
705,2015-06-06,R10,Carlton,Adelaide,90,99,1314.67,1544.97,1364.67,1310.95,1548.69,-3.72,3.72,Away Win,2015
706,2015-06-06,R10,Gold Coast,Sydney,41,93,1316.82,1708.29,1366.82,1310.84,1714.26,-5.98,5.98,Away Win,2015
707,2015-06-07,R10,GWS,Brisbane Lions,97,67,1435.02,1303.73,1485.02,1444.82,1293.93,9.8,-9.8,Home Win,2015
708,2015-06-07,R10,North Melbourne,West Coast,85,75,1524.13,1632.29,1574.13,1533.88,1622.55,9.74,-9.74,Home Win,2015
709,2015-06-07,R10,St Kilda,Hawthorn,69,132,1324.83,1739.68,1374.83,1318.74,1745.76,-6.08,6.08,Away Win,2015
710,2015-06-08,R10,Melbourne,Collingwood,85,110,1298.0,1548.9,1348.0,1290.79,1556.11,-7.2,7.2,Away Win,2015
711,2015-06-12,R11,Port Adelaide,Geelong,69,92,1569.36,1587.21,1619.36,1551.11,1605.46,-18.25,18.25,Away Win,2015
712,2015-06-13,R11,West Coast,Essendon,96,46,1622.55,1469.67,1672.55,1635.65,1456.58,13.1,-13.1,Home Win,2015
713,2015-06-13,R11,Gold Coast,Fremantle,46,53,1310.84,1682.55,1360.84,1309.37,1684.02,-1.47,1.47,Away Win,2015
714,2015-06-13,R11,North Melbourne,Sydney,75,91,1533.88,1714.26,1583.88,1526.67,1721.47,-7.21,7.21,Away Win,2015
715,2015-06-14,R11,St Kilda,Melbourne,85,83,1318.74,1290.79,1368.74,1321.19,1288.35,2.45,-2.45,Home Win,2015
716,2015-06-14,R11,Collingwood,GWS,119,77,1556.11,1444.82,1606.11,1570.16,1430.76,14.06,-14.06,Home Win,2015
717,2015-06-18,R12,Adelaide,Hawthorn,85,114,1548.69,1745.76,1598.69,1538.18,1756.27,-10.51,10.51,Away Win,2015
718,2015-06-19,R12,Richmond,West Coast,70,90,1563.9,1635.65,1613.9,1550.4,1649.15,-13.5,13.5,Away Win,2015
719,2015-06-20,R12,Footscray,Brisbane Lions,146,74,1435.96,1293.93,1485.96,1454.39,1275.49,18.43,-18.43,Home Win,2015
720,2015-06-20,R12,Carlton,Port Adelaide,110,106,1310.95,1551.11,1360.95,1317.03,1545.03,6.07,-6.07,Home Win,2015
721,2015-06-20,R12,GWS,North Melbourne,61,117,1430.76,1526.67,1480.76,1403.45,1553.98,-27.31,27.31,Away Win,2015
722,2015-06-21,R12,Geelong,Melbourne,89,113,1605.46,1288.35,1655.46,1580.54,1313.27,-24.92,24.92,Away Win,2015
723,2015-06-25,R13,Fremantle,Collingwood,80,73,1684.02,1570.16,1734.02,1687.63,1566.55,3.62,-3.62,Home Win,2015
724,2015-06-26,R13,Sydney,Richmond,77,95,1721.47,1550.4,1771.47,1702.15,1569.72,-19.32,19.32,Away Win,2015
725,2015-06-27,R13,Hawthorn,Essendon,114,76,1756.27,1456.58,1806.27,1761.02,1451.83,4.75,-4.75,Home Win,2015
726,2015-06-27,R13,Brisbane Lions,Adelaide,69,82,1275.49,1538.18,1325.49,1271.36,1542.32,-4.13,4.13,Away Win,2015
727,2015-06-27,R13,St Kilda,Footscray,56,62,1321.19,1454.39,1371.19,1316.82,1458.77,-4.37,4.37,Away Win,2015
728,2015-06-28,R13,Carlton,Gold Coast,103,69,1317.03,1309.37,1367.03,1336.06,1290.34,19.03,-19.03,Home Win,2015
729,2015-07-02,R14,Sydney,Port Adelaide,94,84,1702.15,1545.03,1752.15,1705.91,1541.28,3.76,-3.76,Home Win,2015
730,2015-07-03,R14,Collingwood,Hawthorn,91,101,1566.55,1761.02,1616.55,1561.78,1765.78,-4.77,4.77,Away Win,2015
731,2015-07-04,R14,Richmond,GWS,78,69,1569.72,1403.45,1619.72,1573.04,1400.13,3.32,-3.32,Home Win,2015
732,2015-07-04,R14,Gold Coast,North Melbourne,125,70,1290.34,1553.98,1340.34,1333.0,1511.32,42.66,-42.66,Home Win,2015
733,2015-07-04,R14,Footscray,Carlton,64,53,1458.77,1336.06,1508.77,1463.55,1331.27,4.79,-4.79,Home Win,2015
734,2015-07-04,R14,Melbourne,West Coast,60,114,1313.27,1649.15,1313.27,1306.71,1655.7,-6.55,6.55,Away Win,2015
735,2015-07-05,R14,Essendon,St Kilda,52,162,1451.83,1316.82,1501.83,1374.37,1394.27,-77.46,77.46,Away Win,2015
736,2015-07-05,R14,Fremantle,Brisbane Lions,84,48,1687.63,1271.36,1737.63,1689.93,1269.06,2.3,-2.3,Home Win,2015
737,2015-07-09,R15,Port Adelaide,Collingwood,66,63,1541.28,1561.78,1591.28,1544.92,1558.14,3.64,-3.64,Home Win,2015
738,2015-07-10,R15,Richmond,Carlton,71,41,1573.04,1331.27,1623.04,1578.51,1325.79,5.48,-5.48,Home Win,2015
739,2015-07-11,R15,North Melbourne,Geelong,120,79,1511.32,1580.54,1561.32,1537.84,1554.03,26.52,-26.52,Home Win,2015
740,2015-07-11,R15,West Coast,Adelaide,147,91,1655.7,1542.32,1705.7,1673.14,1524.89,17.43,-17.43,Home Win,2015
741,2015-07-11,R15,Essendon,Melbourne,69,60,1374.37,1306.71,1424.37,1379.75,1301.34,5.38,-5.38,Home Win,2015
742,2015-07-11,R15,Footscray,Gold Coast,95,73,1463.55,1333.0,1463.55,1473.06,1323.49,9.51,-9.51,Home Win,2015
743,2015-07-12,R15,GWS,St Kilda,84,49,1400.13,1394.27,1450.13,1419.74,1374.66,19.61,-19.61,Home Win,2015
744,2015-07-12,R15,Hawthorn,Fremantle,115,43,1765.78,1689.93,1815.78,1791.18,1664.53,25.4,-25.4,Home Win,2015
745,2015-07-12,R15,Brisbane Lions,Sydney,49,70,1269.06,1705.91,1319.06,1266.78,1708.19,-2.28,2.28,Away Win,2015
746,2015-07-17,R16,North Melbourne,Essendon,93,68,1537.84,1379.75,1587.84,1545.27,1372.31,7.44,-7.44,Home Win,2015
747,2015-07-18,R16,Geelong,Footscray,72,64,1554.03,1473.06,1604.03,1558.67,1468.41,4.65,-4.65,Home Win,2015
748,2015-07-18,R16,Gold Coast,GWS,79,94,1323.49,1419.74,1373.49,1313.62,1429.61,-9.87,9.87,Away Win,2015
749,2015-07-18,R16,Collingwood,West Coast,56,87,1558.14,1673.14,1558.14,1544.84,1686.43,-13.3,13.3,Away Win,2015
750,2015-07-18,R16,Sydney,Hawthorn,57,146,1708.19,1791.18,1758.19,1666.77,1832.6,-41.42,41.42,Away Win,2015
751,2015-07-18,R16,Fremantle,Carlton,95,53,1664.53,1325.79,1714.53,1668.63,1321.69,4.1,-4.1,Home Win,2015
752,2015-07-19,R16,St Kilda,Richmond,73,89,1374.66,1578.51,1424.66,1368.2,1584.97,-6.46,6.46,Away Win,2015
753,2015-07-19,R16,Melbourne,Brisbane Lions,60,36,1301.34,1266.78,1351.34,1314.31,1253.81,12.97,-12.97,Home Win,2015
754,2015-07-19,R16,Port Adelaide,Adelaide,113,116,1544.92,1524.89,1594.92,1540.15,1529.65,-4.77,4.77,Away Win,2015
755,2015-07-24,R17,Carlton,Hawthorn,35,173,1321.69,1832.6,1371.69,1315.24,1839.06,-6.45,6.45,Away Win,2015
756,2015-07-25,R17,GWS,Geelong,42,69,1429.61,1558.67,1479.61,1416.12,1572.16,-13.49,13.49,Away Win,2015
757,2015-07-25,R17,Adelaide,Gold Coast,125,80,1529.65,1313.62,1579.65,1538.3,1304.97,8.65,-8.65,Home Win,2015
758,2015-07-25,R17,Richmond,Fremantle,78,82,1584.97,1668.63,1634.97,1580.88,1672.72,-4.09,4.09,Away Win,2015
759,2015-07-25,R17,Essendon,Port Adelaide,116,129,1372.31,1540.15,1422.31,1365.77,1546.68,-6.54,6.54,Away Win,2015
760,2015-07-25,R17,Brisbane Lions,North Melbourne,38,110,1253.81,1545.27,1303.81,1240.46,1558.62,-13.35,13.35,Away Win,2015
761,2015-07-26,R17,Melbourne,St Kilda,46,83,1314.31,1368.2,1364.31,1291.11,1391.41,-23.2,23.2,Away Win,2015
762,2015-07-26,R17,Footscray,Collingwood,104,86,1468.41,1544.84,1518.41,1482.67,1530.59,14.25,-14.25,Home Win,2015
763,2015-07-26,R17,West Coast,Sydney,103,51,1686.43,1666.77,1736.43,1711.66,1641.54,25.23,-25.23,Home Win,2015
764,2015-07-31,R18,Hawthorn,Richmond,53,71,1839.06,1580.88,1889.06,1819.13,1600.8,-19.92,19.92,Away Win,2015
765,2015-08-01,R18,Geelong,Brisbane Lions,113,57,1572.16,1240.46,1622.16,1577.51,1235.11,5.35,-5.35,Home Win,2015
766,2015-08-01,R18,Collingwood,Melbourne,54,91,1530.59,1291.11,1580.59,1496.03,1325.66,-34.56,34.56,Away Win,2015
767,2015-08-01,R18,Sydney,Adelaide,117,65,1641.54,1538.3,1691.54,1658.82,1521.03,17.27,-17.27,Home Win,2015
768,2015-08-01,R18,Carlton,North Melbourne,54,118,1315.24,1558.62,1365.24,1299.67,1574.19,-15.57,15.57,Away Win,2015
769,2015-08-01,R18,Gold Coast,West Coast,83,83,1304.97,1711.66,1354.97,1304.74,1711.89,-0.23,0.23,Away Win,2015
770,2015-08-02,R18,Port Adelaide,St Kilda,112,49,1546.68,1391.41,1596.68,1562.19,1375.89,15.51,-15.51,Home Win,2015
771,2015-08-02,R18,Essendon,Footscray,40,127,1365.77,1482.67,1415.77,1330.29,1518.16,-35.49,35.49,Away Win,2015
772,2015-08-02,R18,Fremantle,GWS,84,63,1672.72,1416.12,1722.72,1676.56,1412.29,3.83,-3.83,Home Win,2015
773,2015-08-07,R19,Adelaide,Richmond,88,52,1521.03,1600.8,1571.03,1545.48,1576.36,24.45,-24.45,Home Win,2015
774,2015-08-08,R19,West Coast,Hawthorn,74,88,1711.89,1819.13,1761.89,1702.92,1828.1,-8.97,8.97,Away Win,2015
775,2015-08-08,R19,Geelong,Sydney,95,63,1577.51,1658.82,1627.51,1599.89,1636.44,22.37,-22.37,Home Win,2015
776,2015-08-08,R19,Collingwood,Carlton,105,87,1496.03,1299.67,1546.03,1500.77,1294.94,4.74,-4.74,Home Win,2015
777,2015-08-08,R19,Footscray,Port Adelaide,128,64,1518.16,1562.19,1568.16,1553.86,1526.49,35.7,-35.7,Home Win,2015
778,2015-08-08,R19,Brisbane Lions,Gold Coast,100,114,1235.11,1304.74,1285.11,1224.71,1315.14,-10.4,10.4,Away Win,2015
779,2015-08-09,R19,Melbourne,North Melbourne,92,127,1325.66,1574.19,1375.66,1316.2,1583.64,-9.46,9.46,Away Win,2015
780,2015-08-09,R19,GWS,Essendon,93,61,1412.29,1330.29,1462.29,1425.37,1317.21,13.08,-13.08,Home Win,2015
781,2015-08-09,R19,St Kilda,Fremantle,59,96,1375.89,1676.56,1425.89,1368.35,1684.1,-7.54,7.54,Away Win,2015
782,2015-08-14,R20,Sydney,Collingwood,87,76,1636.44,1500.77,1686.44,1640.93,1496.28,4.49,-4.49,Home Win,2015
783,2015-08-15,R20,Geelong,Hawthorn,85,121,1599.89,1828.1,1649.89,1589.2,1838.79,-10.69,10.69,Away Win,2015
784,2015-08-15,R20,Port Adelaide,GWS,111,90,1526.49,1425.37,1576.49,1535.13,1416.73,8.64,-8.64,Home Win,2015
785,2015-08-15,R20,Brisbane Lions,Carlton,131,67,1224.71,1294.94,1274.71,1262.39,1257.26,37.68,-37.68,Home Win,2015
786,2015-08-15,R20,Essendon,Adelaide,59,171,1317.21,1545.48,1367.21,1291.09,1571.59,-26.12,26.12,Away Win,2015
787,2015-08-15,R20,North Melbourne,St Kilda,120,83,1583.64,1368.35,1633.64,1591.09,1360.9,7.45,-7.45,Home Win,2015
788,2015-08-16,R20,Richmond,Gold Coast,138,55,1576.36,1315.14,1626.36,1587.27,1304.23,10.91,-10.91,Home Win,2015
789,2015-08-16,R20,Footscray,Melbourne,153,55,1553.86,1316.2,1603.86,1568.05,1302.02,14.19,-14.19,Home Win,2015
790,2015-08-16,R20,Fremantle,West Coast,80,104,1684.1,1702.92,1734.1,1665.31,1721.71,-18.79,18.79,Away Win,2015
791,2015-08-21,R21,Hawthorn,Port Adelaide,86,108,1838.79,1535.13,1838.79,1816.34,1557.58,-22.45,22.45,Away Win,2015
792,2015-08-22,R21,St Kilda,Geelong,97,97,1360.9,1589.2,1410.9,1360.31,1589.79,-0.59,0.59,Away Win,2015
793,2015-08-22,R21,Collingwood,Richmond,56,147,1496.28,1587.27,1546.28,1455.43,1628.12,-40.85,40.85,Away Win,2015
794,2015-08-22,R21,GWS,Sydney,44,133,1416.73,1640.93,1466.73,1394.52,1663.14,-22.21,22.21,Away Win,2015
795,2015-08-22,R21,Gold Coast,Essendon,97,95,1304.23,1291.09,1354.23,1306.84,1288.49,2.61,-2.61,Home Win,2015
796,2015-08-22,R21,Adelaide,Brisbane Lions,131,44,1571.59,1262.39,1621.59,1580.22,1253.76,8.63,-8.63,Home Win,2015
797,2015-08-23,R21,West Coast,Footscray,162,85,1721.71,1568.05,1771.71,1740.04,1549.72,18.32,-18.32,Home Win,2015
798,2015-08-23,R21,North Melbourne,Fremantle,94,83,1591.09,1665.31,1641.09,1600.92,1655.48,9.83,-9.83,Home Win,2015
799,2015-08-23,R21,Carlton,Melbourne,78,55,1257.26,1302.02,1307.26,1273.37,1285.9,16.11,-16.11,Home Win,2015
800,2015-08-28,R22,Geelong,Collingwood,62,110,1589.79,1455.43,1639.79,1549.54,1495.68,-40.25,40.25,Away Win,2015
801,2015-08-29,R22,Essendon,Richmond,47,74,1288.49,1628.12,1338.49,1283.7,1632.91,-4.79,4.79,Away Win,2015
802,2015-08-29,R22,GWS,Carlton,132,51,1394.52,1273.37,1444.52,1416.97,1250.93,22.45,-22.45,Home Win,2015
803,2015-08-29,R22,Hawthorn,Brisbane Lions,134,62,1816.34,1253.76,1866.34,1817.97,1252.13,1.63,-1.63,Home Win,2015
804,2015-08-29,R22,North Melbourne,Footscray,73,96,1600.92,1549.72,1650.92,1580.03,1570.62,-20.89,20.89,Away Win,2015
805,2015-08-29,R22,Gold Coast,Port Adelaide,51,88,1306.84,1557.58,1356.84,1297.07,1567.34,-9.76,9.76,Away Win,2015
806,2015-08-30,R22,St Kilda,Sydney,38,135,1360.31,1663.14,1410.31,1344.4,1679.05,-15.91,15.91,Away Win,2015
807,2015-08-30,R22,Adelaide,West Coast,126,69,1580.22,1740.04,1630.22,1619.97,1700.28,39.75,-39.75,Home Win,2015
808,2015-08-30,R22,Fremantle,Melbourne,108,54,1655.48,1285.9,1705.48,1659.64,1281.74,4.17,-4.17,Home Win,2015
809,2015-09-04,R23,Richmond,North Melbourne,108,67,1632.91,1580.03,1632.91,1654.51,1558.43,21.6,-21.6,Home Win,2015
810,2015-09-05,R23,Geelong,Adelaide,119,80,1549.54,1619.97,1599.54,1575.1,1594.41,25.56,-25.56,Home Win,2015
811,2015-09-05,R23,Brisbane Lions,Footscray,130,122,1252.13,1570.62,1302.13,1262.29,1560.46,10.16,-10.16,Home Win,2015
812,2015-09-05,R23,Port Adelaide,Fremantle,122,53,1567.34,1659.64,1617.34,1609.0,1617.98,41.66,-41.66,Home Win,2015
813,2015-09-05,R23,Hawthorn,Carlton,113,56,1817.97,1250.93,1867.97,1819.29,1249.61,1.32,-1.32,Home Win,2015
814,2015-09-05,R23,Sydney,Gold Coast,127,64,1679.05,1297.07,1729.05,1683.42,1292.7,4.37,-4.37,Home Win,2015
815,2015-09-05,R23,West Coast,St Kilda,125,30,1700.28,1344.4,1750.28,1707.33,1337.35,7.05,-7.05,Home Win,2015
816,2015-09-06,R23,Melbourne,GWS,103,77,1281.74,1416.97,1281.74,1304.77,1393.94,23.03,-23.03,Home Win,2015
817,2015-09-06,R23,Collingwood,Essendon,92,95,1495.68,1283.7,1545.68,1490.02,1289.36,-5.66,5.66,Away Win,2015
818,2015-09-11,QF,West Coast,Hawthorn,96,64,1707.33,1819.29,1757.33,1730.94,1795.68,23.61,-23.61,Home Win,2015
819,2015-09-12,EF,Footscray,Adelaide,102,109,1560.46,1594.41,1560.46,1554.27,1600.59,-6.18,6.18,Away Win,2015
820,2015-09-12,QF,Fremantle,Sydney,69,60,1617.98,1683.42,1667.98,1626.33,1675.07,8.35,-8.35,Home Win,2015
821,2015-09-13,EF,Richmond,North Melbourne,88,105,1654.51,1558.43,1704.51,1637.04,1575.9,-17.47,17.47,Away Win,2015
822,2015-09-18,SF,Hawthorn,Adelaide,135,61,1795.68,1600.59,1845.68,1809.98,1586.29,14.31,-14.31,Home Win,2015
823,2015-09-19,SF,Sydney,North Melbourne,51,77,1675.07,1575.9,1725.07,1650.83,1600.14,-24.24,24.24,Away Win,2015
824,2015-09-25,PF,Fremantle,Hawthorn,67,94,1626.33,1809.98,1676.33,1615.74,1820.57,-10.59,10.59,Away Win,2015
825,2015-09-26,PF,West Coast,North Melbourne,80,55,1730.94,1600.14,1780.94,1739.48,1591.6,8.54,-8.54,Home Win,2015
826,2015-10-03,GF,West Coast,Hawthorn,61,107,1739.48,1820.57,1739.48,1718.48,1841.57,-21.0,21.0,Away Win,2015
827,2016-03-24,R1,Richmond,Carlton,92,83,1591.82,1332.24,1641.82,1593.83,1330.23,2.01,-2.01,Home Win,2016
828,2016-03-26,R1,North Melbourne,Adelaide,107,97,1561.37,1557.81,1611.37,1569.04,1550.14,7.67,-7.67,Home Win,2016
829,2016-03-26,R1,Sydney,Collingwood,133,53,1601.06,1493.31,1651.06,1624.79,1469.58,23.73,-23.73,Home Win,2016
830,2016-03-26,R1,Melbourne,GWS,80,78,1369.2,1428.94,1419.2,1372.35,1425.79,3.15,-3.15,Home Win,2016
831,2016-03-26,R1,Gold Coast,Essendon,121,60,1361.11,1358.87,1411.11,1391.86,1328.12,30.75,-30.75,Home Win,2016
832,2016-03-27,R1,Footscray,Fremantle,103,38,1536.36,1577.55,1586.36,1572.28,1541.63,35.92,-35.92,Home Win,2016
833,2016-03-27,R1,Port Adelaide,St Kilda,133,100,1573.03,1391.02,1623.03,1581.17,1382.88,8.14,-8.14,Home Win,2016
834,2016-03-27,R1,West Coast,Brisbane Lions,166,102,1646.38,1340.74,1696.38,1653.29,1333.83,6.91,-6.91,Home Win,2016
835,2016-03-28,R1,Geelong,Hawthorn,116,86,1550.32,1728.85,1600.32,1574.96,1704.21,24.64,-24.64,Home Win,2016
836,2016-04-01,R2,Collingwood,Richmond,87,86,1469.58,1593.83,1519.58,1472.13,1591.27,2.56,-2.56,Home Win,2016
837,2016-04-02,R2,St Kilda,Footscray,36,93,1382.88,1572.28,1432.88,1364.42,1590.73,-18.45,18.45,Away Win,2016
838,2016-04-02,R2,Brisbane Lions,North Melbourne,83,117,1333.83,1569.04,1383.83,1323.95,1578.92,-9.88,9.88,Away Win,2016
839,2016-04-02,R2,Fremantle,Gold Coast,100,126,1541.63,1391.86,1591.63,1516.37,1417.12,-25.26,25.26,Away Win,2016
840,2016-04-02,R2,Adelaide,Port Adelaide,144,86,1550.14,1581.17,1600.14,1582.25,1549.06,32.11,-32.11,Home Win,2016
841,2016-04-02,R2,Essendon,Melbourne,80,67,1328.12,1372.35,1378.12,1338.58,1361.89,10.46,-10.46,Home Win,2016
842,2016-04-03,R2,GWS,Geelong,89,76,1425.79,1574.96,1475.79,1438.36,1562.39,12.57,-12.57,Home Win,2016
843,2016-04-03,R2,Hawthorn,West Coast,99,53,1704.21,1653.29,1754.21,1724.21,1633.29,20.0,-20.0,Home Win,2016
844,2016-04-03,R2,Carlton,Sydney,71,131,1330.23,1624.79,1380.23,1318.86,1636.16,-11.37,11.37,Away Win,2016
845,2016-04-08,R3,Port Adelaide,Essendon,112,51,1549.06,1338.58,1599.06,1560.38,1327.26,11.31,-11.31,Home Win,2016
846,2016-04-09,R3,St Kilda,Collingwood,119,90,1364.42,1472.13,1364.42,1388.68,1447.88,24.26,-24.26,Home Win,2016
847,2016-04-09,R3,Richmond,Adelaide,92,128,1591.27,1582.25,1591.27,1566.86,1606.66,-24.41,24.41,Away Win,2016
848,2016-04-09,R3,Sydney,GWS,93,68,1636.16,1438.36,1686.16,1642.21,1432.32,6.04,-6.04,Home Win,2016
849,2016-04-09,R3,Gold Coast,Carlton,95,41,1417.12,1318.86,1467.12,1435.35,1300.64,18.22,-18.22,Home Win,2016
850,2016-04-09,R3,West Coast,Fremantle,92,59,1633.29,1516.37,1683.29,1644.62,1505.04,11.33,-11.33,Home Win,2016
851,2016-04-10,R3,Footscray,Hawthorn,90,93,1590.73,1724.21,1640.73,1587.94,1727.0,-2.79,2.79,Away Win,2016
852,2016-04-10,R3,North Melbourne,Melbourne,136,131,1578.92,1361.89,1628.92,1580.61,1360.21,1.69,-1.69,Home Win,2016
853,2016-04-10,R3,Geelong,Brisbane Lions,125,56,1562.39,1323.95,1612.39,1573.09,1313.24,10.7,-10.7,Home Win,2016
854,2016-04-15,R4,West Coast,Richmond,125,57,1644.62,1566.86,1694.62,1668.69,1542.8,24.07,-24.07,Home Win,2016
855,2016-04-16,R4,Essendon,Geelong,42,72,1327.26,1573.09,1377.26,1318.76,1581.6,-8.5,8.5,Away Win,2016
856,2016-04-16,R4,Hawthorn,St Kilda,87,84,1727.0,1388.68,1777.0,1727.62,1388.07,0.61,-0.61,Home Win,2016
857,2016-04-16,R4,Brisbane Lions,Gold Coast,107,94,1313.24,1435.35,1363.24,1325.33,1423.26,12.08,-12.08,Home Win,2016
858,2016-04-16,R4,Carlton,Footscray,49,85,1300.64,1587.94,1350.64,1292.72,1595.86,-7.92,7.92,Away Win,2016
859,2016-04-16,R4,Adelaide,Sydney,113,103,1606.66,1642.21,1656.66,1615.12,1633.75,8.46,-8.46,Home Win,2016
860,2016-04-17,R4,GWS,Port Adelaide,151,65,1432.32,1560.38,1482.32,1484.91,1507.79,52.59,-52.59,Home Win,2016
861,2016-04-17,R4,Collingwood,Melbourne,67,102,1447.88,1360.21,1497.88,1417.72,1390.36,-30.16,30.16,Away Win,2016
862,2016-04-17,R4,North Melbourne,Fremantle,132,101,1580.61,1505.04,1630.61,1593.75,1491.89,13.15,-13.15,Home Win,2016
863,2016-04-22,R5,Hawthorn,Adelaide,112,109,1727.62,1615.12,1777.62,1729.71,1613.03,2.09,-2.09,Home Win,2016
864,2016-04-23,R5,Port Adelaide,Geelong,59,107,1507.79,1581.6,1557.79,1481.4,1607.99,-26.39,26.39,Away Win,2016
865,2016-04-23,R5,Footscray,Brisbane Lions,120,67,1595.86,1325.33,1645.86,1603.14,1318.05,7.27,-7.27,Home Win,2016
866,2016-04-23,R5,Sydney,West Coast,88,49,1633.75,1668.69,1683.75,1657.48,1644.95,23.73,-23.73,Home Win,2016
867,2016-04-23,R5,Gold Coast,North Melbourne,81,119,1423.26,1593.75,1473.26,1408.61,1608.41,-14.66,14.66,Away Win,2016
868,2016-04-24,R5,St Kilda,GWS,79,126,1388.07,1484.91,1438.07,1364.35,1508.62,-23.72,23.72,Away Win,2016
869,2016-04-24,R5,Fremantle,Carlton,68,72,1491.89,1292.72,1541.89,1485.16,1299.45,-6.73,6.73,Away Win,2016
870,2016-04-24,R5,Melbourne,Richmond,129,96,1390.36,1542.8,1440.36,1416.04,1517.12,25.68,-25.68,Home Win,2016
871,2016-04-25,R5,Collingwood,Essendon,142,73,1417.72,1318.76,1467.72,1439.75,1296.73,22.03,-22.03,Home Win,2016
872,2016-04-29,R6,North Melbourne,Footscray,61,45,1608.41,1603.14,1658.41,1619.2,1592.35,10.79,-10.79,Home Win,2016
873,2016-04-30,R6,Richmond,Port Adelaide,59,94,1517.12,1481.4,1567.12,1488.82,1509.7,-28.3,28.3,Away Win,2016
874,2016-04-30,R6,GWS,Hawthorn,158,83,1508.62,1729.71,1558.62,1561.36,1676.98,52.73,-52.73,Home Win,2016
875,2016-04-30,R6,Geelong,Gold Coast,168,48,1607.99,1408.61,1657.99,1628.49,1388.11,20.5,-20.5,Home Win,2016
876,2016-04-30,R6,Melbourne,St Kilda,96,135,1416.04,1364.35,1416.04,1387.94,1392.46,-28.11,28.11,Away Win,2016
877,2016-04-30,R6,Adelaide,Fremantle,97,64,1613.03,1485.16,1663.03,1623.76,1474.42,10.74,-10.74,Home Win,2016
878,2016-05-01,R6,Brisbane Lions,Sydney,94,97,1318.05,1657.48,1368.05,1317.04,1658.49,-1.01,1.01,Away Win,2016
879,2016-05-01,R6,Carlton,Essendon,72,57,1299.45,1296.73,1349.45,1309.83,1286.35,10.39,-10.39,Home Win,2016
880,2016-05-01,R6,West Coast,Collingwood,124,62,1644.95,1439.75,1694.95,1656.74,1427.96,11.79,-11.79,Home Win,2016
881,2016-05-06,R7,Richmond,Hawthorn,90,136,1488.82,1676.98,1538.82,1473.13,1692.66,-15.69,15.69,Away Win,2016
882,2016-05-07,R7,Fremantle,GWS,77,95,1474.42,1561.36,1524.42,1462.67,1573.11,-11.75,11.75,Away Win,2016
883,2016-05-07,R7,Footscray,Adelaide,123,108,1592.35,1623.76,1642.35,1603.66,1612.45,11.31,-11.31,Home Win,2016
884,2016-05-07,R7,Gold Coast,Melbourne,87,160,1388.11,1387.94,1438.11,1340.41,1435.63,-47.69,47.69,Away Win,2016
885,2016-05-07,R7,Geelong,West Coast,123,79,1628.49,1656.74,1678.49,1654.18,1631.05,25.69,-25.69,Home Win,2016
886,2016-05-07,R7,Collingwood,Carlton,84,99,1427.96,1309.83,1477.96,1411.73,1326.06,-16.23,16.23,Away Win,2016
887,2016-05-07,R7,Sydney,Essendon,135,54,1658.49,1286.35,1708.49,1664.14,1280.7,5.65,-5.65,Home Win,2016
888,2016-05-08,R7,St Kilda,North Melbourne,75,82,1392.46,1619.2,1442.46,1389.29,1622.36,-3.16,3.16,Away Win,2016
889,2016-05-08,R7,Port Adelaide,Brisbane Lions,136,59,1509.7,1317.04,1559.7,1524.65,1302.09,14.95,-14.95,Home Win,2016
890,2016-05-13,R8,Adelaide,Geelong,72,98,1612.45,1654.18,1662.45,1594.0,1672.63,-18.45,18.45,Away Win,2016
891,2016-05-14,R8,Brisbane Lions,Collingwood,65,143,1302.09,1411.73,1352.09,1268.55,1445.28,-33.54,33.54,Away Win,2016
892,2016-05-14,R8,Essendon,North Melbourne,60,74,1280.7,1622.36,1330.7,1277.82,1625.23,-2.87,2.87,Away Win,2016
893,2016-05-14,R8,Hawthorn,Fremantle,116,75,1692.66,1462.67,1742.66,1700.11,1455.22,7.45,-7.45,Home Win,2016
894,2016-05-14,R8,GWS,Gold Coast,149,58,1573.11,1340.41,1623.11,1586.85,1326.66,13.75,-13.75,Home Win,2016
895,2016-05-14,R8,Richmond,Sydney,101,100,1473.13,1664.14,1523.13,1475.92,1661.35,2.79,-2.79,Home Win,2016
896,2016-05-15,R8,Melbourne,Footscray,82,114,1435.63,1603.66,1485.63,1422.66,1616.63,-12.97,12.97,Away Win,2016
897,2016-05-15,R8,Carlton,Port Adelaide,93,91,1326.06,1524.65,1376.06,1329.95,1520.77,3.89,-3.89,Home Win,2016
